lat,lon,state,county,site_name
38.860669,-90.105851,Illinois,Madison,WATER PLANT
38.875161,-77.012816,District Of Columbia,District of Columbia,King Greenleaf Rec Center
38.89477,-76.953426,District Of Columbia,District of Columbia,Near Road
38.895572,-76.958072,District Of Columbia,District of Columbia,RIVER TERRACE
38.897557,-119.732507,Nevada,Douglas,Ranchos Aspen Park
38.901362,-90.146308,Illinois,Madison,ALTON HORACE MANN ELEMENTARY SCHOOL
38.921847,-77.013178,District Of Columbia,District of Columbia,MCMILLAN  NCore-PAMS
38.93568,-121.09959,California,Placer,Auburn-Atwood
38.985477,-86.990419,Indiana,Greene,"Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy"
38.986681,-75.556818,Delaware,Kent,PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS
39.01893,-122.91333,California,Lake,Lakeport-S. Main Street
39.021221,-122.281803,California,Colusa,Cortina Indian Rancheria
39.021881,-84.47445,Kentucky,Campbell,NORTHERN KENTUCKY UNIVERSITY (NKU)
39.024265,-95.711275,Kansas,Shawnee,KNI
39.02473,-77.48925,Virginia,Loudoun,"Broad Run High School, Ashburn"
39.055277,-76.878333,Maryland,Prince George's,HU-Beltsville
39.063798,-108.561173,Colorado,Mesa,GRAND JUNCTION - POWELL BLDG
39.101439,-90.344494,Illinois,Jersey,JERSEYVILLE WATER TREATMENT PLANT (WTP)
39.104686,-94.57079,Missouri,Jackson,Troost
39.10492,-84.55117,Ohio,Hamilton,Lower Price Hill
39.114313,-77.106876,Maryland,Montgomery,Rockville
39.117219,-94.635605,Kansas,Wyandotte,JFK
39.12886,-84.50404,Ohio,Hamilton,Taft NCore PAMS
39.138773,-121.618549,California,Sutter,Yuba City
39.14313,-76.84611,Maryland,Howard,Howard County Near Road
39.1447,-119.7661,Nevada,Carson City,Carson City Armory
39.146025,-84.538375,Ohio,Hamilton,Cincinnati Near Road
39.15047,-123.20655,California,Mendocino,Ukiah-Library
39.15564,-75.51821,Delaware,Kent,PLATFORM IN FIELD BEHIND DELAWARE FED. CREDIT UNION BLDG
39.159383,-86.504762,Indiana,Monroe,Bloomington- Binford Elementary School
39.18919,-121.99887,California,Colusa,Colusa-Sunrise Blvd
39.19433,-84.478974,Ohio,Hamilton,Carthage
39.233477,-121.055608,California,Nevada,Grass Valley-Litton Building
39.237457,-85.891332,Indiana,Bartholomew,Columbus- Rocky Ford Rd.
39.278117,-80.34225,West Virginia,Harrison,WASHINGTON IRVING JUNIOR HIGH SCHOOL
39.2787,-84.36625,Ohio,Hamilton,Sycamore
39.28102,-78.08157,Virginia,Frederick,Rest
39.303174,-94.377014,Missouri,Clay,Liberty
39.305021,-75.797317,Maryland,Kent,Millington
39.310833,-76.474444,Maryland,Baltimore,Essex
39.323533,-81.552367,West Virginia,Wood,Neale Elementary School
39.33746,-76.58905,Maryland,Baltimore (City),Lake Montebello
39.36326,-74.431,New Jersey,Atlantic,Atlantic City
39.39861,-123.35872,California,Mendocino,Willits-Blosser Lane
39.399837,-119.739606,Nevada,Washoe,Toll
39.410191,-76.296946,Maryland,Harford,Edgewood
39.422273,-75.025204,New Jersey,Cumberland,Millville
39.43806,-108.02611,Colorado,Garfield,Battlement Mesa
39.442165,-81.908827,Ohio,Athens,Gifford
39.448105,-77.963845,West Virginia,Berkeley,MARTINSBURG BALL FIELD
39.460478,-76.633543,Maryland,Baltimore,Padonia
39.464872,-74.448736,New Jersey,Atlantic,Brigantine
39.472436,-84.394952,Ohio,Butler,Yankee
39.478686,-84.397112,Ohio,Butler,BPG
39.479822,-84.409617,Ohio,Butler,Amanda Elem
39.481483,-80.134667,West Virginia,Marion,MARION HEALTH CARE HOSPITAL
39.485987,-87.401312,Indiana,Vigo,TERRE HAUTE CAAP/ McLean High School
39.49072,-84.36374,Ohio,Butler,Ohio Bell
39.521933,-119.7954,Nevada,Washoe,Reno4
39.534488,-105.070358,Colorado,Douglas,Chatfield State Park
39.540917,-119.746761,Nevada,Washoe,Sparks
39.551279,-75.732015,Delaware,New Castle,Lums Pond
39.564178,-77.720244,Maryland,Washington,Hagerstown
39.577647,-75.603659,Delaware,New Castle,Route 9 Delaware City
39.59575,-110.770111,Utah,Carbon,Price #2
39.604399,-105.019526,Colorado,Arapahoe,Arapahoe Community College
39.621434,-119.71877,Nevada,Washoe,Spanish Springs
39.649444,-79.920278,West Virginia,Monongalia,
39.702982,-75.864771,Maryland,Cecil,Fair Hill Natural Resource Management Area
39.70595,-79.012,Maryland,Garrett,Piney Run
39.73217,-105.0153,Colorado,Denver,I-25
39.738578,-104.939925,Colorado,Denver,DENVER - NJH-E
39.739441,-75.557534,Delaware,New Castle,MLK  CORNER OF MLK BLVD AND JUSTISON ST
39.741694,-94.858584,Missouri,Buchanan,St. Joseph Pump Station
39.744993,-86.166464,Indiana,Marion,Indpls- West St.
39.751184,-104.987625,Colorado,Denver,DENVER - CAMP
39.755969,-84.198674,Ohio,Montgomery,Sinclair
39.758855,-86.115415,Indiana,Marion,Indpls-  School 21/ Florence Fay School 21
39.761273,-75.492047,Delaware,New Castle,Bellefonte River Road Park
39.76168,-121.84047,California,Butte,Chico-East Avenue
39.77949,-105.00518,Colorado,Denver,La Casa
39.7861,-104.9886,Colorado,Denver,Globeville
39.787933,-86.13088,Indiana,Marion,Indpls.- I 70
39.788903,-86.214628,Indiana,Marion,Indpls- W. 18th St./ Ernie Pyle School 90
39.800339,-75.212119,New Jersey,Gloucester,Clarksboro
39.80933,-80.26567,Pennsylvania,Greene,Holbrook
39.810833,-86.114444,Indiana,Marion,Indpls- Washington Park/  in parking lot next to police station
39.81336,-120.47069,California,Plumas,Portola
39.818715,-75.413973,Pennsylvania,Delaware,Marcus Hook
39.8281,-104.93647,Colorado,Adams,Birch Street
39.831921,-89.644164,Illinois,Sangamon,AGRICULTURE BUILDING
39.834461,-75.768242,Pennsylvania,Chester,New Garden
39.835556,-75.3725,Pennsylvania,Delaware,Chester
39.83562,-84.720524,Ohio,Preble,Preble NCore
39.866834,-88.925594,Illinois,Macon,IEPA TRAILER
39.91251,-83.01159,Ohio,Franklin,Jackson Pike WWTP
39.915961,-80.733858,West Virginia,Marshall,
39.917663,-79.805499,Pennsylvania,Fayette,Uniontown
39.92002,-77.30968,Pennsylvania,Adams,Arendtsville
39.922867,-75.186921,Pennsylvania,Philadelphia,Ritner (RIT)
39.928804,-86.078775,Indiana,Hamilton,Carmel- Hazel Dell Pkwy.
39.92882,-83.80949,Ohio,Clark,Springfield Fire St1
39.934559,-75.125219,New Jersey,Camden,Camden Spruce Street
39.939567,-120.944376,California,Plumas,Quincy-N Church Street
39.960048,-75.142614,Pennsylvania,Philadelphia,Fire Administration Building (FAB)
39.960884,-85.939546,Indiana,Hamilton,11775 Brooks School Rd.
39.965278,-76.699444,Pennsylvania,York,A421330008LAT/LON POINT AT CORNER OF TRAILER
39.9679,-80.7464,Ohio,Belmont,Shadyside
39.988842,-75.207205,Pennsylvania,Philadelphia,Car-Barn Montgomery I -76
39.989036,-75.050008,New Jersey,Camden,Pennsauken
39.991389,-75.080833,Pennsylvania,Philadelphia,North East Waste (NEW)
39.994908,-74.170447,New Jersey,Ocean,Toms River
40.002707,-82.994424,Ohio,Franklin,Fairgrounds
40.008889,-75.09778,Pennsylvania,Philadelphia,Air Management Services Laboratory (AMS LAB)
40.009544,-85.52347,Indiana,Henry,Mechanicsburg- Shenandoah HS/ behind the football field
40.021097,-105.263382,Colorado,Boulder,BOULDER CHAMBER OF COMMERCE
40.043833,-76.1124,Pennsylvania,Lancaster,Lancaster Downwind
40.046667,-76.283333,Pennsylvania,Lancaster,Lancaster
40.05278,-88.37251,Illinois,Champaign,ISWS CLIMATE STATION
40.054171,-74.985166,Pennsylvania,Philadelphia,Torresdale Station
40.086944,-108.761389,Colorado,Rio Blanco,"Rangely, Golf Course"
40.0877,-82.959773,Ohio,Franklin,Maple Canyon
40.11107,-83.065415,Ohio,Franklin,Smoky Row Near Road
40.112222,-75.309167,Pennsylvania,Montgomery,A420910013LAT/LON POINT IS OF CORNER OF TRAILER
40.114876,-80.700972,West Virginia,Ohio,
40.123886,-88.240553,Illinois,Champaign,709 N. Champaign St.
40.125703,-85.652184,Indiana,Madison,Anderson- Eastside Elem. School
40.136378,-111.657936,Utah,Utah,Spanish Fork
40.146667,-79.902222,Pennsylvania,Washington,
40.164576,-105.100856,Colorado,Boulder,LONGMONT - MUNICIPAL BLDG
40.17093,-122.25556,California,Tehama,Red Bluff-Walnut St. District Office
40.203338,-85.387819,Indiana,Delaware,Muncie- Central HS
40.209387,-104.82405,Colorado,Weld,Platteville - Middle School
40.222411,-74.763167,New Jersey,Mercer,Trenton
40.246528,-77.18675,Pennsylvania,Cumberland,Carlisle
40.246992,-76.846988,Pennsylvania,Dauphin,Harrisburg
40.268963,-80.243995,Pennsylvania,Washington,Marcellus
40.272222,-76.681389,Pennsylvania,Dauphin,Hershey
40.283092,-74.742613,New Jersey,Mercer,Rider University
40.285,-96.824166,Nebraska,Gage,
40.294178,-110.009732,Utah,Duchesne,Roosevelt
40.294341,-79.885331,Pennsylvania,Allegheny,Clairton
40.304694,-79.505667,Pennsylvania,Westmoreland,LAT/LON POINT IS TRAILER
40.309722,-78.915,Pennsylvania,Cambria,Johnstown
40.323768,-79.868062,Pennsylvania,Allegheny,Liberty
40.338516,-76.394788,Pennsylvania,Lebanon,Lebanon
40.341023,-80.596635,West Virginia,Brooke,
40.341389,-111.713611,Utah,Utah,Lindon
40.3663,-80.6158,Ohio,Jefferson,Steubenville
40.375644,-80.169943,Pennsylvania,Allegheny,South Fayette
40.38335,-75.9686,Pennsylvania,Berks,Reading Airport
40.394651,-80.611813,West Virginia,Brooke,
40.400959,-91.391012,Iowa,Lee,"KEOKUK, FIRE STATION"
40.402328,-79.860973,Pennsylvania,Allegheny,North Braddock
40.414877,-104.70693,Colorado,Weld,Greeley - Hospital
40.427372,-80.592318,West Virginia,Hancock,
40.431667,-86.8525,Indiana,Tippecanoe,Lafayette- Greenbush St./ Cinergy Substation
40.43743,-79.863572,Pennsylvania,Allegheny,Parkway East Near-Road
40.445278,-80.420833,Pennsylvania,Washington,
40.462182,-74.429439,New Jersey,Middlesex,Rutgers University
40.46471,-109.561472,Utah,Uintah,Vernal #4
40.46542,-79.960757,Pennsylvania,Allegheny,Lawrenceville
40.481347,-86.109688,Indiana,Howard,Kokomo- E. Vaile Rd.
40.496392,-112.036298,Utah,Salt Lake,Herriman #3
40.50084,-80.066488,Pennsylvania,Allegheny,Avalon
40.515262,-74.806671,New Jersey,Hunterdon,Flemington
40.518735,-88.996896,Illinois,McLean,ISU HARRIS PHYSICAL PLANT
40.535278,-78.370833,Pennsylvania,Blair,Altoona
40.55013,-122.38092,California,Shasta,Redding - Health Department
40.5506,-106.385,Colorado,Jackson,"Hebron, Colorado"
40.56333,-78.919972,Pennsylvania,Indiana,Strongstown
40.571288,-105.079693,Colorado,Larimer,FORT COLLINS - CSU - Edison
40.598056,-111.894167,Utah,Salt Lake,Copper View
40.60055,-112.35578,Utah,Tooele,Erda
40.603943,-74.276174,New Jersey,Union,Rahway
40.611944,-75.4325,Pennsylvania,Lehigh,Allentown
40.617488,-79.727664,Pennsylvania,Allegheny,Harrison
40.628056,-75.341111,Pennsylvania,Northampton,LAT/LON POINT IS CENTER OF TRAILER
40.63307,-74.13719,New York,Richmond,RICHMOND POST OFFICE
40.64144,-74.208365,New Jersey,Union,Elizabeth Lab
40.64182,-74.01871,New York,Kings,PS 314
40.662961,-111.901851,Utah,Salt Lake,Near Road
40.691857,-80.299211,Pennsylvania,Beaver,Fort Mcintosh
40.69454,-73.92769,New York,Kings,PS 274
40.695078,-92.006318,Iowa,Van Buren,LAKE SUGEMA STATE PARK II
40.697007,-89.584737,Illinois,Peoria,CITY OFFICE BUILDING
40.709762,-112.00876,Utah,Salt Lake,Lake Park
40.71961,-73.94771,New York,Kings,JHS 126
40.725413,-74.052293,New Jersey,Hudson,Jersey City Firehouse
40.73,-73.984,New York,New York,PS 19
40.73614,-73.82153,New York,Queens,QUEENS COLLEGE 2
40.736389,-111.872222,Utah,Salt Lake,Hawthorne
40.739264,-73.817694,New York,Queens,Queens College Near Road
40.74529,-73.41919,New York,Suffolk,BABYLON
40.747796,-80.316442,Pennsylvania,Beaver,Beaver Falls
40.770908,-74.036218,New Jersey,Hudson,Union City High School
40.770944,-84.0539,Ohio,Allen,Lima
40.77678,-124.17949,California,Humboldt,Jacobs
40.777145,-111.945849,Utah,Salt Lake,Utah Technical Center
40.78422,-111.931,Utah,Salt Lake,ROSE PARK
40.786804,-81.394153,Ohio,Stark,Canton Fire St8
40.787628,-74.676301,New Jersey,Morris,Chester
40.7997,-73.93432,New York,New York,IS 45
40.800717,-81.373,Ohio,Stark,Canton
40.807897,-112.087717,Utah,Salt Lake,Inland Port
40.811389,-77.877028,Pennsylvania,Centre,State College
40.812591,-96.683314,Nebraska,Lancaster,ON ROOF OF HEALTH DEPARTMENT
40.814183,-79.56475,Pennsylvania,Armstrong,Kittanning
40.81551,-73.88553,New York,Bronx,IS 74
40.816,-73.902,New York,Bronx,IS 52
40.85355,-73.96618,New Jersey,Bergen,Fort Lee Near Road
40.8679,-73.87809,New York,Bronx,PFIZER LAB SITE
40.902967,-111.884467,Utah,Davis,Bountiful Viewmont
40.915555,-98.378888,Nebraska,Hall,Grand Island NDOT
40.918381,-74.168092,New Jersey,Passaic,Paterson
40.92458,-75.067815,New Jersey,Warren,Columbia
40.969112,-95.044951,Iowa,Montgomery,VIKING LAKE STATE PARK
41.047117,-123.675233,California,Humboldt,Hoopa Valley Reservation
41.0604,-81.9239,Ohio,Medina,Chippewa
41.063526,-81.468956,Ohio,Summit,East HS
41.08536,-104.52277,Wyoming,Laramie,Laramie County Mobile
41.087862,-81.541532,Ohio,Summit,Five Points
41.106182,-80.640576,Ohio,Mahoning,Youngstown State
41.133294,-95.956103,Nebraska,Sarpy,ON GOLDEN HILLS ELEMENTARY ROOF
41.169646,-85.629292,Indiana,Whitley,Larwill- Whitko Career Academy
41.170833,-73.194722,Connecticut,Fairfield,Roosevelt School-Bridgeport
41.182227,-104.778334,Wyoming,Laramie,Cheyenne NCore
41.197847,-96.056686,Nebraska,Douglas,ON TOP OF ELEMENTARY SCHOOL
41.215014,-80.484779,Pennsylvania,Mercer,Farrell
41.221537,-88.190967,Illinois,Will,COM ED TRAINING CENTER
41.23172,-80.80116,Ohio,Trumbull,Laird Eng Bldg
41.247486,-95.973142,Nebraska,Douglas,4102 Woolworth Ave. on Healthcenter Warehouse
41.264171,-95.896124,Iowa,Pottawattamie,"COUNCIL BLUFFS, FRANKLIN SCH."
41.266263,-77.231189,Pennsylvania,Lycoming,Salladasburg
41.3014,-72.902871,Connecticut,New Haven,Criscuolo Park-New Haven
41.303614,-111.987871,Utah,Weber,Harrisville
41.308825,-105.54913,Wyoming,Albany,Laramie SLAMS
41.35362,-72.07882,Connecticut,New London,Fort Griswold Park
41.399167,-73.443056,Connecticut,Fairfield,Western Conn State Univ
41.400968,-91.067957,Iowa,Muscatine,MUSCATINE HS - East Campus School Roof
41.4069,-91.0616,Iowa,Muscatine,"MUSCATINE, MUSSER PARK"
41.419429,-91.070975,Iowa,Muscatine,"MUSCATINE, GREENWOOD CEMETARY"
41.44013,-81.494833,Ohio,Cuyahoga,Cleveland Near Road
41.442778,-75.623056,Pennsylvania,Lackawanna,Scranton
41.446624,-81.662356,Ohio,Cuyahoga,Harvard Yards
41.471782,-81.656792,Ohio,Cuyahoga,Cleveland Fire St13
41.477011,-81.682383,Ohio,Cuyahoga,St Theodosius
41.485007,-112.021476,Utah,Box Elder,Brigham City #3
41.492117,-81.678449,Ohio,Cuyahoga,GT Craig NCore PAMS
41.49511,-71.423705,Rhode Island,Washington,US-EPA Laboratory
41.49916,-74.00885,New York,Orange,NEWBURGH
41.512077,-90.624044,Iowa,Scott,Hayes School
41.514727,-90.51735,Illinois,Rock Island,ROCK ISLAND ARSENAL
41.526885,-88.116474,Illinois,Will,PERSHING SCHOOL
41.530011,-90.587611,Iowa,Scott,"DAVENPORT, JEFFERSON SCH."
41.550556,-73.043611,Connecticut,New Haven,Meadow and Bank Streets
41.551211,-96.146175,Nebraska,Washington,ON ROOF OF GOOD SHEPARD LUTHERAN HOME
41.55523,-81.575256,Ohio,Cuyahoga,District 6
41.573282,-87.406579,Indiana,Lake,Gary- Burr St./ pumping station near truck stop
41.57862,-87.557406,Illinois,Cook,Kingery Near Road #1
41.592536,-109.220852,Wyoming,Sweetwater,Rock Springs SLAM site
41.594427,-87.495044,Indiana,Lake,Hammond- 167th St
41.598473,-87.342947,Indiana,Lake,Gary- Madison St./ Gary Water/ IN American Water Co.
41.603159,-93.643118,Iowa,Polk,CARPENTER
41.605244,-75.95774,Pennsylvania,Wyoming,
41.606662,-87.304943,Indiana,Lake,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker
41.615237,-71.72,Rhode Island,Kent,AJ
41.6175,-87.199167,Indiana,Porter,Ogden Dunes- Water Treatment Plant
41.62057,-83.64226,Ohio,Lucas,RAPS
41.635952,-87.442017,Indiana,Lake,East Chicago- Franklin School/ Washington School (Ben. Franklin)
41.644067,-83.54616,Ohio,Lucas,Erie
41.644722,-76.939167,Pennsylvania,Tioga,PENN STATE OZONE MONITORING SITE
41.653501,-87.435561,Indiana,Lake,East Chicago-Marina
41.657155,-85.968446,Indiana,Elkhart,Elkhart- Prairie St.
41.657232,-91.503478,Iowa,Johnson,"IOWA CITY, HOOVER SCH."
41.667032,-93.599221,Iowa,Polk,"PUBLIC WORKS, DES MOINES IA, FRM, SEQ. SAMPLER, SPM, ROOF"
41.670992,-87.732457,Illinois,Cook,VILLAGE GARAGE
41.679867,-83.4785,Ohio,Lucas,Eastside Pump St
41.685707,-71.169235,Massachusetts,Bristol,FALL RIVER
41.687165,-87.539315,Illinois,Cook,WASHINGTON HS
41.69666,-86.214722,Indiana,St. Joseph,South Bend-Shields Dr.
41.705226,-76.512726,Pennsylvania,Bradford,Towanda
41.707212,-86.891216,Indiana,LaPorte,MARSH ELEMENTARY ON THE ROOF
41.726811,-81.242156,Ohio,Lake,Painesville
41.726892,-122.633579,California,Siskiyou,Yreka
41.7514,-87.713488,Illinois,Cook,COM ED MAINTENANCE BLDG
41.771071,-88.152534,Illinois,DuPage,CITY HALL
41.771444,-72.679923,Connecticut,Hartford,Huntley Place-Hartford
41.771987,-71.427881,Rhode Island,Providence,Near road (moved from Providence; Par/Hayes)
41.782766,-87.805377,Illinois,Cook,GRAVES ES
41.783083,-110.53788,Wyoming,Lincoln,Kemmerer Mobile
41.784717,-88.329374,Illinois,Kane,KANE COUNTY HEALTH DEPT
41.784722,-72.631667,Connecticut,Hartford,McAuliffe Park
41.80118,-87.832349,Illinois,Cook,VILLAGE HALL
41.807469,-71.412968,Rhode Island,Providence,CCRI Liston Campus ROOFTOP
41.821342,-73.297257,Connecticut,Litchfield,Mohawk Mt-Cornwall
41.823283,-90.211982,Iowa,Clinton,"CLINTON, CHANCY PARK"
41.841039,-71.36097,Rhode Island,Providence, FRANCIS SCHOOL East Providence
41.842649,-111.852199,Utah,Cache,Smithfield
41.864426,-87.748902,Illinois,Cook,LIBERTY SCHOOL
41.867331,-75.686219,Pennsylvania,Susquehanna,
41.874668,-71.379971,Rhode Island,Providence,"Vernon St, Pawtucket"
41.874999,-90.177574,Iowa,Clinton,"CLINTON, RAINBOW PARK"
41.876853,-103.656561,Nebraska,Scotts Bluff,Scottsbluff Senior High School
41.912739,-87.722673,Illinois,Cook,SPRINGFIELD PUMP STATION
41.965193,-87.876265,Illinois,Cook,IEPA TRAILER
41.965485,-87.749928,Illinois,Cook,MAYFAIR PUMP STATION
41.97677,-91.68766,Iowa,Linn,Public Health
41.995568,-83.946559,Michigan,Lenawee,"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH"
42.050403,-88.280015,Illinois,Kane,MCKINLEY SCHOOL
42.060285,-87.863225,Illinois,Cook,REGIONAL OFFICE BUILDING
42.065106,-71.012129,Massachusetts,Plymouth,Brockton Buckley
42.082222,-111.864167,Idaho,Franklin,Preston
42.09142,-77.20978,New York,Steuben,PINNACLE STATE PARK
42.120229,-72.584503,Massachusetts,Hampden,
42.139996,-87.799227,Illinois,Cook,NORTHBROOK WATER PLANT
42.14175,-80.038611,Pennsylvania,Erie,Erie
42.189215,-120.353969,Oregon,Lake,Lakeview - Center and M Streets (LCM)
42.190296,-121.731369,Oregon,Klamath,Klamath Falls - Peterson Elementary School (KFP)
42.19438,-72.555112,Massachusetts,Hampden,WESTOVER AFB
42.221442,-88.242207,Illinois,McHenry,CARY GROVE HS
42.228611,-83.208333,Michigan,Wayne,Allen Park
42.240556,-83.599722,Michigan,Washtenaw,"YPSILANTI TOWNER ST, SOUTH;"
42.241229,-70.963346,Massachusetts,Norfolk,
42.261669,-83.157893,Michigan,Wayne,NMH48217 NEW MT HERMAN CHURCH
42.263955,-71.794322,Massachusetts,Worcester,WORCESTER SUMMER STREET
42.267,-89.08917,Illinois,Winnebago,Rockford Fire Department Admin. Bldg
42.278067,-85.54189,Michigan,Kalamazoo,Kalamazoo Fairgrounds
42.295824,-83.129431,Michigan,Wayne,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB)
42.298493,-72.334079,Massachusetts,Hampshire,QUABBIN RES
42.302778,-83.106667,Michigan,Wayne,DETROIT-SOUTHWEST (DET-SW)
42.306666,-83.148889,Michigan,Wayne,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS
42.312078,-83.103469,Michigan,Wayne,Military Park (GHIB)
42.312158,-83.091943,Michigan,Wayne,DP4th - Detroit Police 4th Precinct (near GHIB)
42.325186,-71.056061,Massachusetts,Suffolk,VON HILLERN ST
42.3295,-71.0826,Massachusetts,Suffolk,DUDLEY SQUARE ROXBURY
42.33155,-122.880266,Oregon,Jackson,Medford - Welch and Jackson Streets (MWJ)
42.3324,-122.8891,Oregon,Jackson,Medford - Jackson Park (MJP)
42.348873,-71.097163,Massachusetts,Suffolk,BOSTON KENMORE SQ
42.349954,-71.059194,Massachusetts,Suffolk,Chinatown
42.385998,-83.266189,Michigan,Wayne,Eliza Howell-NR
42.387222,-71.026111,Massachusetts,Suffolk,
42.388405,-82.979793,Michigan,Wayne,Stellantis-FCA Mack Avenue Assembly Plant Fiat Chrylser Automobiles
42.43084,-83.000138,Michigan,Wayne,East 7 Mile
42.434139,-123.348466,Oregon,Josephine,Grants Pass - Parkside Elementary School (GPP)
42.452299,-73.239648,Massachusetts,Berkshire,
42.463063,-83.183199,Michigan,Oakland,Oak Park
42.474642,-70.970816,Massachusetts,Essex,LYNN WATER TREATMENT PLANT
42.49963,-79.31881,New York,Chautauqua,DUNKIRK
42.499844,-96.394755,Iowa,Woodbury,Irving Elementry School
42.501543,-92.316017,Iowa,Black Hawk,Water Tower
42.50472,-87.8093,Wisconsin,Kenosha,CHIWAUKEE PRAIRIE STATELINE
42.529999,-108.720003,Wyoming,Fremont,South Pass
42.605816,-72.596689,Massachusetts,Franklin,Greenfield 16 Barr Ave
42.612085,-71.306986,Massachusetts,Middlesex,ChelmsfordNR
42.64225,-73.75464,New York,Albany,ALBANY COUNTY HEALTH DEPT
42.68075,-73.75733,New York,Albany,LOUDONVILLE
42.69302,-90.69813,Wisconsin,Grant,POTOSI
42.702223,-73.110414,Massachusetts,Berkshire,North Adams
42.731394,-82.793463,Michigan,Macomb,New Haven
42.76138,-84.562867,Michigan,Ingham,Lansing - Filley
42.767786,-86.148577,Michigan,Allegan,966 32nd St (Holland)
42.770837,-71.10229,Massachusetts,Essex,CONSENTINO SCHOOL.
42.78943,-96.90383,South Dakota,Clay,Vermillion DOT
42.82231,-106.36501,Wyoming,Natrona,Casper Gaseous
42.842168,-108.736281,Wyoming,Fremont,Lander SLAM site
42.86183,-71.878626,New Hampshire,Hillsborough,MILLER STATE PARK
42.862531,-71.38014,New Hampshire,Rockingham,MOOSEHILL SCHOOL
42.869824,-109.87076,Wyoming,Sublette,Pinedale Gaseous
42.876907,-78.809526,New York,Erie,BUFFALO
42.88759,-73.24984,Vermont,Bennington,Morse Airport - State of Vermont Property
42.894444,-85.852778,Michigan,Ottawa,Jenison
42.921107,-78.765825,New York,Erie,Buffalo Near-Road
42.930521,-72.272332,New Hampshire,Cheshire,WATER STREET
42.93257,-87.93434,Wisconsin,Milwaukee,MILWAUKEE - COLLEGE AVE. NR
42.953336,-82.456229,Michigan,St. Clair,Port Huron
42.984173,-85.671339,Michigan,Kent,GR-MONROE
42.99328,-78.77153,New York,Erie,AMHERST
43.01724,-87.93369,Wisconsin,Milwaukee,MILWAUKEE - SIXTEENTH ST. HEALTH CENTER
43.020075,-88.21507,Wisconsin,Waukesha,WAUKESHA - CLEVELAND AVE
43.02421,-108.3637,Wyoming,Fremont,Riverton Mobile
43.047224,-83.670159,Michigan,Genesee,WHALEY PK 3610 IOWA (FLINT)
43.05235,-76.05921,New York,Onondaga,EAST SYRACUSE
43.0733,-89.4358,Wisconsin,Dane,MADISON - UNIVERSITY AVE WELL #6
43.075371,-70.748017,New Hampshire,Rockingham,PORTSMOUTH - PEIRCE ISLAND
43.081667,-107.549444,Wyoming,Fremont,Spring Creek
43.10101,-89.35768,Wisconsin,Dane,MADISON EAST
43.123704,-94.693518,Iowa,Palo Alto,"EMMETSBURG, IOWA LAKES COMMUNITY COLL."
43.145013,-77.55728,New York,Monroe,Rochester Near-Road
43.14618,-77.54817,New York,Monroe,ROCHESTER 2
43.4351,-89.67979,Wisconsin,Sauk,DEVILS LAKE PARK
43.45776,-110.79799,Wyoming,Teton,Jackson SLAM site
43.46611,-88.62111,Wisconsin,Dodge,HORICON WILDLIFE AREA
43.4983,-87.8102,Wisconsin,Ozaukee,HARRINGTON BEACH PARK
43.55764,-103.48386,South Dakota,Custer,Wind Cave
43.566122,-71.496335,New Hampshire,Belknap,FIELD OFFICE ON THE GROUNDS OF THE FORMER STATE PRISON
43.571391,-83.890721,Michigan,Bay,"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL"
43.58925,-119.04872,Oregon,Harney,Burns - Washington Street (BWS)
43.59901,-96.78331,South Dakota,Minnehaha,SF-USD
43.59946,-116.52924,Idaho,Canyon,Nampa - Ridgecrest
43.600699,-116.347853,Idaho,Ada,Meridian - St. Luke's
43.608056,-72.982778,Vermont,Rutland,State of Vermont District Court Parking Lot
43.629605,-72.309499,New Hampshire,Grafton,LEBANON AIRPORT ROAD
43.660246,-70.268965,Maine,Cumberland,PDO - Portland Deering Oaks
43.677994,-70.256178,Maine,Cumberland,TB - Tukey's Bridge
43.744352,-122.480487,Oregon,Lane,Oakridge - Willamette Activity Center (WAC)
43.74561,-101.941218,South Dakota,Jackson,SOUTH OF BADLANDS NP HEADQUARTERS
43.7775,-91.2269,Wisconsin,La Crosse,LACROSSE - DOT BUILDING
43.799501,-123.053487,Oregon,Lane,Cottage Grove - City Shops (CGC)
43.996908,-92.450366,Minnesota,Olmsted,Ben Franklin School
44.020855,-90.40164,Wisconsin,Monroe,
44.026312,-123.083737,Oregon,Lane,Eugene - Amazon Park (AMZ)
44.067224,-123.141352,Oregon,Lane,Eugene - Highway 99 (E99)
44.087397,-103.273777,South Dakota,Pennington,CREDIT UNION
44.089406,-70.214219,Maine,Androscoggin,COUNTRY KITCHEN BAKERY PARKING LOT
44.1158,-123.1211,Oregon,Lane,Eugene - Wilkes Drive (EWD)
44.288005,-105.517022,Wyoming,Campbell,Gillette SLAMS site
44.299787,-120.844773,Oregon,Crook,Prineville - Davidson Park (PDP)
44.307,-86.242649,Michigan,Manistee,
44.30738,-88.39509,Wisconsin,Outagamie,APPLETON - AAL
