lat,lon,state,county,site_name
35.65188,-87.0096,Tennessee,Maury,Columbia
35.705319,-88.81964,Tennessee,Madison,Jackson
35.721095,-84.343035,Tennessee,Loudon,Loudon School
35.728889,-81.365556,North Carolina,Catawba,Hickory Water Tower
35.750735,-94.669697,Oklahoma,Adair,STILWELL
35.768847,-83.942152,Tennessee,Blount,Maryville
35.785665,-115.357087,Nevada,Clark,Jean
35.8145,-80.2627,North Carolina,Davidson,Lexington water tower
35.856111,-78.574167,North Carolina,Wake,Millbrook School
35.8652,-78.8197,North Carolina,Wake,Triple Oak
35.880404,-109.438003,Arizona,Apache,Nazlini
35.912487,-82.062082,North Carolina,Mitchell,Spruce Pine Hospital
35.939078,-84.542802,Tennessee,Roane,Harriman
35.953708,-96.004975,Oklahoma,Tulsa,Glenpool
35.969848,-114.835007,Nevada,Clark,Garrett Jr. High
35.978074,-83.950666,Tennessee,Knox,Rule High School (relo)
35.980675,-83.925773,Tennessee,Knox,AIR LAB
35.987908,-115.148885,Nevada,Clark,Liberty High School
36.004733,-115.268517,Nevada,Clark,Mountains Edge Park
36.019186,-83.87381,Tennessee,Knox,Spring Hill Elementary School
36.026612,-80.341962,North Carolina,Forsyth,Clemmons Middle
36.032955,-78.904037,North Carolina,Durham,Durham Armory
36.048705,-115.052942,Nevada,Clark,Green Valley
36.05266,-89.382157,Tennessee,Dyer,Dyersburg
36.102244,-119.56565,California,Kings,Corcoran-Patterson
36.106389,-115.253333,Nevada,Clark,Paul Meyer
36.109006,-79.802314,North Carolina,Guilford,Mendenhall School
36.11094,-80.224501,North Carolina,Forsyth,Hattie Avenue
36.139707,-115.175654,Nevada,Clark,Rancho & Teddy
36.141875,-115.078742,Nevada,Clark,Jerome Mack-NCore
36.1424,-86.7341,Tennessee,Davidson,Near Road Site
36.158414,-98.931973,Oklahoma,Dewey,SEILING
36.163962,-115.11393,Nevada,Clark,Sunrise Acres
36.16976,-115.263038,Nevada,Clark,Walter Johnson
36.173415,-115.332728,Nevada,Clark,Palo Verde
36.176382,-86.7389,Tennessee,Davidson,Lockeland
36.1797,-94.116827,Arkansas,Washington,SPRINGDALE
36.185702,-85.492107,Tennessee,Putnam,Cookeville
36.204902,-95.976537,Oklahoma,Tulsa,TULSA CENTRAL
36.209286,-121.126371,California,Monterey,King City 2
36.214465,-115.091437,Nevada,Clark,Walnut Community Center
36.270592,-115.238282,Nevada,Clark,Joe Neal
36.29756,-86.653137,Tennessee,Sumner,Hendersonville
36.30815,-119.3129,California,Tulare,Visalia-W. Ashland Avenue
36.31567,-119.643447,California,Kings,Hanford-Irwin
36.383359,-105.5839,New Mexico,Taos,3ZD Taos
36.48187,-121.73333,California,Monterey,Carmel Valley
36.487823,-117.871036,California,Inyo,Keeler
36.48947,-118.82915,California,Tulare,Sequoia & Kings Canyon NPs - Ash Mountain
36.511708,-77.655389,North Carolina,Northampton,Northampton County
36.538761,-82.521599,Tennessee,Sullivan,Kingsport PM
36.595556,-118.049167,California,Inyo,Lone Pine Paiute-Shoshone Reservation
36.608,-82.1641,Virginia,Bristol City,Highland View Elementary School
